0.00.029.853 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.110.275 W srv  llama_server: -----------------
0.00.110.279 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.110.279 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.110.280 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.110.280 W srv  llama_server: -----------------
0.00.115.907 I srv    load_model: loading model 'C:/Users/cpuch/.lmstudio/models/unsloth/Qwen3.8-27B-GGUF/Qwen3.8-27B-Q4_K_M.gguf'
0.01.005.950 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.01.005.961 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.01.005.976 W model has unused tensor blk.64.attn_q.weight (size = 35389440 bytes) -- ignoring
0.01.005.981 W model has unused tensor blk.64.attn_k.weight (size = 2949120 bytes) -- ignoring
0.01.005.986 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.01.006.003 W model has unused tensor blk.64.attn_output.weight (size = 17694720 bytes) -- ignoring
0.01.006.009 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.01.006.014 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.01.006.018 W model has unused tensor blk.64.ffn_gate.weight (size = 50135040 bytes) -- ignoring
0.01.006.023 W model has unused tensor blk.64.ffn_down.weight (size = 73113600 bytes) -- ignoring
0.01.006.028 W model has unused tensor blk.64.ffn_up.weight (size = 50135040 bytes) -- ignoring
0.01.006.034 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 55705600 bytes) -- ignoring
0.01.006.040 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.01.006.046 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.01.006.061 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.08.463.967 I cmn          init: llama threadpool init, n_threads = 16
0.08.580.013 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.08.585.630 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.08.585.649 I srv  llama_server: model loaded
0.08.585.650 I srv  llama_server: listening on http://127.0.0.1:8144
0.10.924.368 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.59.111.792 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
0.59.112.296 I slot launch_slot_: id  2 | task 1984 | processing task, is_child = 0
1.01.821.380 I slot print_timing: id  2 | task 1984 | prompt eval time =     168.42 ms /    23 tokens (    7.32 ms per token,   136.56 tokens per second)
1.01.821.385 I slot print_timing: id  2 | task 1984 |        eval time =    2540.61 ms /   120 tokens (   21.35 ms per token,    46.84 tokens per second)
1.01.821.385 I slot print_timing: id  2 | task 1984 |       total time =    2709.03 ms /   143 tokens
1.01.821.386 I slot print_timing: id  2 | task 1984 |    graphs reused =       1967
1.01.821.504 I slot      release: id  2 | task 1984 | stop processing: n_tokens = 3328, truncated = 0
1.01.856.767 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
1.01.857.225 I slot launch_slot_: id  2 | task 2106 | processing task, is_child = 0
1.02.366.424 I slot print_timing: id  2 | task 2106 | prompt eval time =     225.14 ms /    25 tokens (    9.01 ms per token,   111.04 tokens per second)
1.02.366.429 I slot print_timing: id  2 | task 2106 |        eval time =     284.01 ms /    14 tokens (   21.85 ms per token,    45.77 tokens per second)
1.02.366.430 I slot print_timing: id  2 | task 2106 |       total time =     509.15 ms /    39 tokens
1.02.366.430 I slot print_timing: id  2 | task 2106 |    graphs reused =       1979
1.02.366.555 I slot      release: id  2 | task 2106 | stop processing: n_tokens = 3366, truncated = 0
1.02.391.581 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
1.02.392.012 I slot launch_slot_: id  2 | task 2123 | processing task, is_child = 0
1.03.255.344 I slot print_timing: id  2 | task 2123 | prompt eval time =     172.50 ms /    43 tokens (    4.01 ms per token,   249.28 tokens per second)
1.03.255.348 I slot print_timing: id  2 | task 2123 |        eval time =     690.77 ms /    33 tokens (   21.59 ms per token,    46.32 tokens per second)
1.03.255.349 I slot print_timing: id  2 | task 2123 |       total time =     863.27 ms /    76 tokens
1.03.255.350 I slot print_timing: id  2 | task 2123 |    graphs reused =       2010
1.03.255.474 I slot      release: id  2 | task 2123 | stop processing: n_tokens = 3441, truncated = 0
1.03.301.915 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.976 (> 0.100 thold), f_keep = 1.000
1.03.302.375 I slot launch_slot_: id  2 | task 2158 | processing task, is_child = 0
1.04.715.910 I slot print_timing: id  2 | task 2158 | prompt eval time =     171.16 ms /    83 tokens (    2.06 ms per token,   484.94 tokens per second)
1.04.715.915 I slot print_timing: id  2 | task 2158 |        eval time =    1242.26 ms /    59 tokens (   21.42 ms per token,    46.69 tokens per second)
1.04.715.916 I slot print_timing: id  2 | task 2158 |       total time =    1413.42 ms /   142 tokens
1.04.715.916 I slot print_timing: id  2 | task 2158 |    graphs reused =       2067
1.04.716.038 I slot      release: id  2 | task 2158 | stop processing: n_tokens = 3582, truncated = 0
1.04.756.897 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.947 (> 0.100 thold), f_keep = 1.000
1.04.757.384 I slot launch_slot_: id  2 | task 2219 | processing task, is_child = 0
1.05.661.843 I slot print_timing: id  2 | task 2219 | prompt eval time =     213.31 ms /   202 tokens (    1.06 ms per token,   947.00 tokens per second)
1.05.661.847 I slot print_timing: id  2 | task 2219 |        eval time =     691.11 ms /    33 tokens (   21.60 ms per token,    46.30 tokens per second)
1.05.661.848 I slot print_timing: id  2 | task 2219 |       total time =     904.41 ms /   235 tokens
1.05.661.848 I slot print_timing: id  2 | task 2219 |    graphs reused =       2098
1.05.661.985 I slot      release: id  2 | task 2219 | stop processing: n_tokens = 3816, truncated = 0
1.05.700.334 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
1.05.700.798 I slot launch_slot_: id  2 | task 2254 | processing task, is_child = 0
1.06.979.819 I slot print_timing: id  2 | task 2254 | prompt eval time =     160.77 ms /    45 tokens (    3.57 ms per token,   279.90 tokens per second)
1.06.979.823 I slot print_timing: id  2 | task 2254 |        eval time =    1118.13 ms /    53 tokens (   21.50 ms per token,    46.51 tokens per second)
1.06.979.825 I slot print_timing: id  2 | task 2254 |       total time =    1278.90 ms /    98 tokens
1.06.979.825 I slot print_timing: id  2 | task 2254 |    graphs reused =       2149
1.06.979.954 I slot      release: id  2 | task 2254 | stop processing: n_tokens = 3913, truncated = 0
1.07.021.398 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 1.000
1.07.021.800 I slot launch_slot_: id  2 | task 2309 | processing task, is_child = 0
1.07.731.120 I slot print_timing: id  2 | task 2309 | prompt eval time =     167.47 ms /    58 tokens (    2.89 ms per token,   346.34 tokens per second)
1.07.731.125 I slot print_timing: id  2 | task 2309 |        eval time =     541.81 ms /    26 tokens (   21.67 ms per token,    46.14 tokens per second)
1.07.731.126 I slot print_timing: id  2 | task 2309 |       total time =     709.27 ms /    84 tokens
1.07.731.127 I slot print_timing: id  2 | task 2309 |    graphs reused =       2173
1.07.731.260 I slot      release: id  2 | task 2309 | stop processing: n_tokens = 3996, truncated = 0
1.07.780.966 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
1.07.781.431 I slot launch_slot_: id  2 | task 2337 | processing task, is_child = 0
1.08.492.704 I slot print_timing: id  2 | task 2337 | prompt eval time =     167.81 ms /    41 tokens (    4.09 ms per token,   244.32 tokens per second)
1.08.492.709 I slot print_timing: id  2 | task 2337 |        eval time =     543.42 ms /    26 tokens (   21.74 ms per token,    46.01 tokens per second)
1.08.492.710 I slot print_timing: id  2 | task 2337 |       total time =     711.23 ms /    67 tokens
1.08.492.711 I slot print_timing: id  2 | task 2337 |    graphs reused =       2197
1.08.492.842 I slot      release: id  2 | task 2337 | stop processing: n_tokens = 4062, truncated = 0
1.08.539.134 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
1.08.539.595 I slot launch_slot_: id  2 | task 2365 | processing task, is_child = 0
1.09.409.995 I slot print_timing: id  2 | task 2365 | prompt eval time =     157.56 ms /    35 tokens (    4.50 ms per token,   222.13 tokens per second)
1.09.410.000 I slot print_timing: id  2 | task 2365 |        eval time =     712.79 ms /    34 tokens (   21.60 ms per token,    46.30 tokens per second)
1.09.410.001 I slot print_timing: id  2 | task 2365 |       total time =     870.35 ms /    69 tokens
1.09.410.001 I slot print_timing: id  2 | task 2365 |    graphs reused =       2229
1.09.410.134 I slot      release: id  2 | task 2365 | stop processing: n_tokens = 4130, truncated = 0
1.09.454.017 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
1.09.454.463 I slot launch_slot_: id  2 | task 2401 | processing task, is_child = 0
1.10.914.358 I slot print_timing: id  2 | task 2401 | prompt eval time =     169.17 ms /    47 tokens (    3.60 ms per token,   277.83 tokens per second)
1.10.914.363 I slot print_timing: id  2 | task 2401 |        eval time =    1290.68 ms /    61 tokens (   21.51 ms per token,    46.49 tokens per second)
1.10.914.364 I slot print_timing: id  2 | task 2401 |       total time =    1459.85 ms /   108 tokens
1.10.914.365 I slot print_timing: id  2 | task 2401 |    graphs reused =       2288
1.10.914.515 I slot      release: id  2 | task 2401 | stop processing: n_tokens = 4237, truncated = 0
1.10.960.932 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
1.10.961.403 I slot launch_slot_: id  2 | task 2464 | processing task, is_child = 0
1.14.135.049 I slot print_timing: id  2 | task 2464 | n_gen =    141, tg =  46.55 t/s, tg_3s =  46.89 t/s
1.14.498.269 I slot print_timing: id  2 | task 2464 | prompt eval time =     166.40 ms /    23 tokens (    7.23 ms per token,   138.22 tokens per second)
1.14.498.274 I slot print_timing: id  2 | task 2464 |        eval time =    3370.42 ms /   158 tokens (   21.47 ms per token,    46.58 tokens per second)
1.14.498.275 I slot print_timing: id  2 | task 2464 |       total time =    3536.82 ms /   181 tokens
1.14.498.276 I slot print_timing: id  2 | task 2464 |    graphs reused =       2443
1.14.498.414 I slot      release: id  2 | task 2464 | stop processing: n_tokens = 4417, truncated = 0
1.14.557.279 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
1.14.557.775 I slot launch_slot_: id  2 | task 2624 | processing task, is_child = 0
1.16.034.392 I slot print_timing: id  2 | task 2624 | prompt eval time =     229.89 ms /    39 tokens (    5.89 ms per token,   169.64 tokens per second)
1.16.034.397 I slot print_timing: id  2 | task 2624 |        eval time =    1246.67 ms /    59 tokens (   21.49 ms per token,    46.52 tokens per second)
1.16.034.398 I slot print_timing: id  2 | task 2624 |       total time =    1476.57 ms /    98 tokens
1.16.034.398 I slot print_timing: id  2 | task 2624 |    graphs reused =       2500
1.16.034.539 I slot      release: id  2 | task 2624 | stop processing: n_tokens = 4514, truncated = 0
1.16.082.197 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.960 (> 0.100 thold), f_keep = 1.000
1.16.082.694 I slot launch_slot_: id  2 | task 2686 | processing task, is_child = 0
1.16.851.794 I slot print_timing: id  2 | task 2686 | prompt eval time =     205.92 ms /   189 tokens (    1.09 ms per token,   917.83 tokens per second)
1.16.851.799 I slot print_timing: id  2 | task 2686 |        eval time =     563.13 ms /    27 tokens (   21.66 ms per token,    46.17 tokens per second)
1.16.851.799 I slot print_timing: id  2 | task 2686 |       total time =     769.05 ms /   216 tokens
1.16.851.800 I slot print_timing: id  2 | task 2686 |    graphs reused =       2525
1.16.851.940 I slot      release: id  2 | task 2686 | stop processing: n_tokens = 4729, truncated = 0
1.16.899.781 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
1.16.900.257 I slot launch_slot_: id  2 | task 2715 | processing task, is_child = 0
1.18.460.357 I slot print_timing: id  2 | task 2715 | prompt eval time =     161.16 ms /    50 tokens (    3.22 ms per token,   310.24 tokens per second)
1.18.460.362 I slot print_timing: id  2 | task 2715 |        eval time =    1398.89 ms /    66 tokens (   21.52 ms per token,    46.47 tokens per second)
1.18.460.363 I slot print_timing: id  2 | task 2715 |       total time =    1560.05 ms /   116 tokens
1.18.460.364 I slot print_timing: id  2 | task 2715 |    graphs reused =       2589
1.18.460.511 I slot      release: id  2 | task 2715 | stop processing: n_tokens = 4844, truncated = 0
1.18.498.049 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
1.18.498.549 I slot launch_slot_: id  2 | task 2783 | processing task, is_child = 0
1.21.696.776 I slot print_timing: id  2 | task 2783 | n_gen =    141, tg =  46.41 t/s, tg_3s =  46.74 t/s
1.21.910.819 I slot print_timing: id  2 | task 2783 | prompt eval time =     181.43 ms /    23 tokens (    7.89 ms per token,   126.77 tokens per second)
1.21.910.824 I slot print_timing: id  2 | task 2783 |        eval time =    3230.80 ms /   151 tokens (   21.54 ms per token,    46.43 tokens per second)
1.21.910.824 I slot print_timing: id  2 | task 2783 |       total time =    3412.22 ms /   174 tokens
1.21.910.825 I slot print_timing: id  2 | task 2783 |    graphs reused =       2738
1.21.910.980 I slot      release: id  2 | task 2783 | stop processing: n_tokens = 5017, truncated = 0
1.21.949.199 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
1.21.949.628 I slot launch_slot_: id  2 | task 2936 | processing task, is_child = 0
1.22.750.871 I slot print_timing: id  2 | task 2936 | prompt eval time =     215.18 ms /    35 tokens (    6.15 ms per token,   162.65 tokens per second)
1.22.750.879 I slot print_timing: id  2 | task 2936 |        eval time =     586.01 ms /    28 tokens (   21.70 ms per token,    46.07 tokens per second)
1.22.750.880 I slot print_timing: id  2 | task 2936 |       total time =     801.19 ms /    63 tokens
1.22.750.881 I slot print_timing: id  2 | task 2936 |    graphs reused =       2764
1.22.751.040 I slot      release: id  2 | task 2936 | stop processing: n_tokens = 5079, truncated = 0
1.22.812.068 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
1.22.812.555 I slot launch_slot_: id  2 | task 2967 | processing task, is_child = 0
1.23.550.650 I slot print_timing: id  2 | task 2967 | prompt eval time =     172.25 ms /    73 tokens (    2.36 ms per token,   423.81 tokens per second)
1.23.550.655 I slot print_timing: id  2 | task 2967 |        eval time =     565.80 ms /    27 tokens (   21.76 ms per token,    45.95 tokens per second)
1.23.550.656 I slot print_timing: id  2 | task 2967 |       total time =     738.05 ms /   100 tokens
1.23.550.656 I slot print_timing: id  2 | task 2967 |    graphs reused =       2789
1.23.550.806 I slot      release: id  2 | task 2967 | stop processing: n_tokens = 5178, truncated = 0
1.23.605.893 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
1.23.606.357 I slot launch_slot_: id  2 | task 2996 | processing task, is_child = 0
1.24.964.097 I slot print_timing: id  2 | task 2996 | prompt eval time =     147.40 ms /    50 tokens (    2.95 ms per token,   339.22 tokens per second)
1.24.964.104 I slot print_timing: id  2 | task 2996 |        eval time =    1210.29 ms /    57 tokens (   21.61 ms per token,    46.27 tokens per second)
1.24.964.104 I slot print_timing: id  2 | task 2996 |       total time =    1357.69 ms /   107 tokens
1.24.964.105 I slot print_timing: id  2 | task 2996 |    graphs reused =       2844
1.24.964.255 I slot      release: id  2 | task 2996 | stop processing: n_tokens = 5284, truncated = 0
1.25.017.708 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.996 (> 0.100 thold), f_keep = 1.000
1.25.018.164 I slot launch_slot_: id  2 | task 3055 | processing task, is_child = 0
1.27.735.969 I slot print_timing: id  2 | task 3055 | prompt eval time =     145.11 ms /    23 tokens (    6.31 ms per token,   158.50 tokens per second)
1.27.735.978 I slot print_timing: id  2 | task 3055 |        eval time =    2572.64 ms /   120 tokens (   21.62 ms per token,    46.26 tokens per second)
1.27.735.979 I slot print_timing: id  2 | task 3055 |       total time =    2717.76 ms /   143 tokens
1.27.735.980 I slot print_timing: id  2 | task 3055 |    graphs reused =       2961
1.27.736.138 I slot      release: id  2 | task 3055 | stop processing: n_tokens = 5426, truncated = 0
1.27.794.043 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 1.000
1.27.794.526 I slot launch_slot_: id  2 | task 3177 | processing task, is_child = 0
1.30.062.098 I slot print_timing: id  2 | task 3177 | prompt eval time =     217.45 ms /    45 tokens (    4.83 ms per token,   206.95 tokens per second)
1.30.062.103 I slot print_timing: id  2 | task 3177 |        eval time =    2050.07 ms /    96 tokens (   21.58 ms per token,    46.34 tokens per second)
1.30.062.104 I slot print_timing: id  2 | task 3177 |       total time =    2267.52 ms /   141 tokens
1.30.062.105 I slot print_timing: id  2 | task 3177 |    graphs reused =       3055
1.30.062.261 I slot      release: id  2 | task 3177 | stop processing: n_tokens = 5566, truncated = 0
1.30.121.929 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 1.000
1.30.122.387 I slot launch_slot_: id  2 | task 3276 | processing task, is_child = 0
1.32.304.512 I slot print_timing: id  2 | task 3276 | prompt eval time =     158.05 ms /    46 tokens (    3.44 ms per token,   291.05 tokens per second)
1.32.304.517 I slot print_timing: id  2 | task 3276 |        eval time =    2024.03 ms /    94 tokens (   21.76 ms per token,    45.95 tokens per second)
1.32.304.518 I slot print_timing: id  2 | task 3276 |       total time =    2182.08 ms /   140 tokens
1.32.304.519 I slot print_timing: id  2 | task 3276 |    graphs reused =       3146
1.32.304.675 I slot      release: id  2 | task 3276 | stop processing: n_tokens = 5705, truncated = 0
1.32.369.382 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
1.32.369.858 I slot launch_slot_: id  2 | task 3372 | processing task, is_child = 0
1.33.745.334 I slot print_timing: id  2 | task 3372 | prompt eval time =     206.08 ms /    39 tokens (    5.28 ms per token,   189.25 tokens per second)
1.33.745.338 I slot print_timing: id  2 | task 3372 |        eval time =    1169.35 ms /    55 tokens (   21.65 ms per token,    46.18 tokens per second)
1.33.745.339 I slot print_timing: id  2 | task 3372 |       total time =    1375.43 ms /    94 tokens
1.33.745.339 I slot print_timing: id  2 | task 3372 |    graphs reused =       3199
1.33.745.498 I slot      release: id  2 | task 3372 | stop processing: n_tokens = 5798, truncated = 0
1.33.806.550 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.981 (> 0.100 thold), f_keep = 1.000
1.33.807.007 I slot launch_slot_: id  2 | task 3430 | processing task, is_child = 0
1.34.277.494 I slot print_timing: id  2 | task 3430 | prompt eval time =     183.06 ms /   115 tokens (    1.59 ms per token,   628.20 tokens per second)
1.34.277.500 I slot print_timing: id  2 | task 3430 |        eval time =     287.38 ms /    14 tokens (   22.11 ms per token,    45.24 tokens per second)
1.34.277.501 I slot print_timing: id  2 | task 3430 |       total time =     470.44 ms /   129 tokens
1.34.277.501 I slot print_timing: id  2 | task 3430 |    graphs reused =       3211
1.34.277.669 I slot      release: id  2 | task 3430 | stop processing: n_tokens = 5926, truncated = 0
1.34.339.897 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
1.34.340.356 I slot launch_slot_: id  2 | task 3446 | processing task, is_child = 0
1.35.192.442 I slot print_timing: id  2 | task 3446 | prompt eval time =     155.24 ms /    43 tokens (    3.61 ms per token,   276.99 tokens per second)
1.35.192.447 I slot print_timing: id  2 | task 3446 |        eval time =     696.80 ms /    33 tokens (   21.77 ms per token,    45.92 tokens per second)
1.35.192.448 I slot print_timing: id  2 | task 3446 |       total time =     852.04 ms /    76 tokens
1.35.192.449 I slot print_timing: id  2 | task 3446 |    graphs reused =       3242
1.35.192.608 I slot      release: id  2 | task 3446 | stop processing: n_tokens = 6001, truncated = 0
1.35.257.335 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
1.35.257.745 I slot launch_slot_: id  2 | task 3481 | processing task, is_child = 0
1.36.108.998 I slot print_timing: id  2 | task 3481 | prompt eval time =     155.29 ms /    83 tokens (    1.87 ms per token,   534.50 tokens per second)
1.36.109.005 I slot print_timing: id  2 | task 3481 |        eval time =     695.92 ms /    33 tokens (   21.75 ms per token,    45.98 tokens per second)
1.36.109.006 I slot print_timing: id  2 | task 3481 |       total time =     851.20 ms /   116 tokens
1.36.109.007 I slot print_timing: id  2 | task 3481 |    graphs reused =       3273
1.36.109.171 I slot      release: id  2 | task 3481 | stop processing: n_tokens = 6116, truncated = 0
1.36.178.721 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
1.36.179.188 I slot launch_slot_: id  2 | task 3516 | processing task, is_child = 0
1.37.461.504 I slot print_timing: id  2 | task 3516 | prompt eval time =     152.07 ms /    45 tokens (    3.38 ms per token,   295.92 tokens per second)
1.37.461.509 I slot print_timing: id  2 | task 3516 |        eval time =    1130.20 ms /    53 tokens (   21.73 ms per token,    46.01 tokens per second)
1.37.461.510 I slot print_timing: id  2 | task 3516 |       total time =    1282.26 ms /    98 tokens
1.37.461.510 I slot print_timing: id  2 | task 3516 |    graphs reused =       3324
1.37.461.671 I slot      release: id  2 | task 3516 | stop processing: n_tokens = 6213, truncated = 0
1.37.512.367 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
1.37.512.829 I slot launch_slot_: id  2 | task 3571 | processing task, is_child = 0
1.38.214.018 I slot print_timing: id  2 | task 3571 | prompt eval time =     155.02 ms /    58 tokens (    2.67 ms per token,   374.15 tokens per second)
1.38.214.023 I slot print_timing: id  2 | task 3571 |        eval time =     546.12 ms /    26 tokens (   21.84 ms per token,    45.78 tokens per second)
1.38.214.024 I slot print_timing: id  2 | task 3571 |       total time =     701.14 ms /    84 tokens
1.38.214.024 I slot print_timing: id  2 | task 3571 |    graphs reused =       3348
1.38.214.211 I slot      release: id  2 | task 3571 | stop processing: n_tokens = 6296, truncated = 0
1.38.264.503 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
1.38.264.961 I slot launch_slot_: id  2 | task 3599 | processing task, is_child = 0
1.38.962.343 I slot print_timing: id  2 | task 3599 | prompt eval time =     150.66 ms /    41 tokens (    3.67 ms per token,   272.13 tokens per second)
1.38.962.348 I slot print_timing: id  2 | task 3599 |        eval time =     546.67 ms /    26 tokens (   21.87 ms per token,    45.73 tokens per second)
1.38.962.349 I slot print_timing: id  2 | task 3599 |       total time =     697.33 ms /    67 tokens
1.38.962.349 I slot print_timing: id  2 | task 3599 |    graphs reused =       3372
1.38.962.513 I slot      release: id  2 | task 3599 | stop processing: n_tokens = 6362, truncated = 0
1.39.024.437 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
1.39.024.911 I slot launch_slot_: id  2 | task 3627 | processing task, is_child = 0
1.39.907.676 I slot print_timing: id  2 | task 3627 | prompt eval time =     152.55 ms /    35 tokens (    4.36 ms per token,   229.43 tokens per second)
1.39.907.681 I slot print_timing: id  2 | task 3627 |        eval time =     730.16 ms /    34 tokens (   22.13 ms per token,    45.20 tokens per second)
1.39.907.682 I slot print_timing: id  2 | task 3627 |       total time =     882.71 ms /    69 tokens
1.39.907.683 I slot print_timing: id  2 | task 3627 |    graphs reused =       3403
1.39.907.856 I slot      release: id  2 | task 3627 | stop processing: n_tokens = 6430, truncated = 0
1.39.975.705 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
1.39.976.229 I slot launch_slot_: id  2 | task 3663 | processing task, is_child = 0
1.43.141.864 I slot print_timing: id  2 | task 3663 | n_gen =    139, tg =  45.96 t/s, tg_3s =  46.30 t/s
1.45.340.377 I slot print_timing: id  2 | task 3663 | prompt eval time =     163.14 ms /    74 tokens (    2.20 ms per token,   453.61 tokens per second)
1.45.340.382 I slot print_timing: id  2 | task 3663 |        eval time =    5200.96 ms /   240 tokens (   21.76 ms per token,    45.95 tokens per second)
1.45.340.383 I slot print_timing: id  2 | task 3663 |       total time =    5364.10 ms /   314 tokens
1.45.340.383 I slot print_timing: id  2 | task 3663 |    graphs reused =       3640
1.45.340.552 I slot      release: id  2 | task 3663 | stop processing: n_tokens = 6743, truncated = 0
1.45.393.595 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
1.45.394.152 I slot launch_slot_: id  2 | task 3905 | processing task, is_child = 0
1.47.121.008 I slot print_timing: id  2 | task 3905 | prompt eval time =     221.65 ms /    33 tokens (    6.72 ms per token,   148.89 tokens per second)
1.47.121.014 I slot print_timing: id  2 | task 3905 |        eval time =    1505.15 ms /    70 tokens (   21.81 ms per token,    45.84 tokens per second)
1.47.121.015 I slot print_timing: id  2 | task 3905 |       total time =    1726.80 ms /   103 tokens
1.47.121.015 I slot print_timing: id  2 | task 3905 |    graphs reused =       3708
1.47.121.201 I slot      release: id  2 | task 3905 | stop processing: n_tokens = 6845, truncated = 0
1.47.178.211 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.980 (> 0.100 thold), f_keep = 1.000
1.47.178.661 I slot launch_slot_: id  2 | task 3978 | processing task, is_child = 0
1.48.076.881 I slot print_timing: id  2 | task 3978 | prompt eval time =     193.09 ms /   141 tokens (    1.37 ms per token,   730.21 tokens per second)
1.48.076.887 I slot print_timing: id  2 | task 3978 |        eval time =     705.07 ms /    33 tokens (   22.03 ms per token,    45.39 tokens per second)
1.48.076.887 I slot print_timing: id  2 | task 3978 |       total time =     898.17 ms /   174 tokens
1.48.076.888 I slot print_timing: id  2 | task 3978 |    graphs reused =       3739
1.48.077.062 I slot      release: id  2 | task 3978 | stop processing: n_tokens = 7018, truncated = 0
1.48.134.190 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
1.48.134.662 I slot launch_slot_: id  2 | task 4013 | processing task, is_child = 0
1.48.997.525 I slot print_timing: id  2 | task 4013 | prompt eval time =     160.97 ms /    85 tokens (    1.89 ms per token,   528.03 tokens per second)
1.48.997.531 I slot print_timing: id  2 | task 4013 |        eval time =     701.84 ms /    33 tokens (   21.93 ms per token,    45.59 tokens per second)
1.48.997.531 I slot print_timing: id  2 | task 4013 |       total time =     862.81 ms /   118 tokens
