# continuous GPU adapter memory counters + nvidia-smi, every 10 s, started 2026-09-05T15:12:32Z; columns: utc | adapter ded/shr/com MB (adapters over 100 MB) || nvidia-smi index,used,total
15:12:32 | 3c6c_phys_0 ded=20797 shr=86 com=20883 | 4ca2_phys_0 ded=23364 shr=1818 com=25182 | 5c7c_phys_0 ded=1922 shr=1530 com=5959 || 0, 20792 MiB; 1, 23356 MiB
15:37:03 | 5c7c_phys_0 ded=1951 shr=1288 com=5997 || 0, 0 MiB; 1, 0 MiB
15:37:14 | 5c7c_phys_0 ded=1951 shr=1287 com=5997 || 0, 0 MiB; 1, 0 MiB
15:37:25 | 5c7c_phys_0 ded=1951 shr=1287 com=5997 || 0, 0 MiB; 1, 0 MiB
15:37:36 | 5c7c_phys_0 ded=1957 shr=1287 com=6002 || 0, 0 MiB; 1, 0 MiB
15:37:48 | 5c7c_phys_0 ded=1960 shr=1290 com=6002 || 0, 0 MiB; 1, 0 MiB
15:37:59 | 5c7c_phys_0 ded=1955 shr=1290 com=5997 || 0, 0 MiB; 1, 0 MiB
15:38:10 | 5c7c_phys_0 ded=1955 shr=1290 com=5997 || 0, 0 MiB; 1, 0 MiB
15:38:21 | 5c7c_phys_0 ded=1955 shr=1290 com=5997 || 0, 0 MiB; 1, 0 MiB
15:38:32 | 5c7c_phys_0 ded=1955 shr=1290 com=5997 || 0, 0 MiB; 1, 0 MiB
15:38:43 | 5c7c_phys_0 ded=1955 shr=1290 com=5997 || 0, 0 MiB; 1, 0 MiB
15:38:54 | 5c7c_phys_0 ded=1955 shr=1290 com=5997 || 0, 0 MiB; 1, 0 MiB
15:39:05 | 5c7c_phys_0 ded=1921 shr=1358 com=5959 || 0, 0 MiB; 1, 0 MiB
15:39:16 | 5c7c_phys_0 ded=1921 shr=1358 com=5959 || 0, 0 MiB; 1, 0 MiB
15:39:27 | 5c7c_phys_0 ded=1921 shr=1358 com=5959 || 0, 0 MiB; 1, 0 MiB
15:39:38 | 5c7c_phys_0 ded=1921 shr=1358 com=5959 || 0, 0 MiB; 1, 0 MiB
15:39:50 | 5c7c_phys_0 ded=1921 shr=1358 com=5959 || 0, 0 MiB; 1, 0 MiB
15:40:01 | 5c7c_phys_0 ded=1921 shr=1358 com=5959 || 0, 0 MiB; 1, 0 MiB
15:40:12 | 5c7c_phys_0 ded=1921 shr=1355 com=5959 || 0, 0 MiB; 1, 0 MiB
15:40:23 | 5c7c_phys_0 ded=1921 shr=1355 com=5959 || 0, 0 MiB; 1, 0 MiB
15:40:34 | 5c7c_phys_0 ded=1921 shr=1355 com=5959 || 0, 0 MiB; 1, 0 MiB
15:40:45 | 5c7c_phys_0 ded=1921 shr=1355 com=5959 || 0, 0 MiB; 1, 0 MiB
15:40:56 | 5c7c_phys_0 ded=1921 shr=1355 com=5959 || 0, 0 MiB; 1, 0 MiB
15:41:07 | 5c7c_phys_0 ded=1921 shr=1355 com=5959 || 0, 0 MiB; 1, 0 MiB
15:41:18 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:41:29 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:41:41 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:41:52 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:42:03 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:42:14 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:42:25 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:42:36 | 3c6c_phys_0 ded=15270 shr=88 com=15359 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 15266 MiB; 1, 0 MiB
15:42:47 | 3c6c_phys_0 ded=15270 shr=88 com=15359 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 15266 MiB; 1, 0 MiB
15:42:58 | 3c6c_phys_0 ded=15270 shr=88 com=15359 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 15266 MiB; 1, 0 MiB
15:43:09 | 3c6c_phys_0 ded=15270 shr=88 com=15359 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 15266 MiB; 1, 0 MiB
15:43:20 | 3c6c_phys_0 ded=15270 shr=88 com=15359 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 15266 MiB; 1, 0 MiB
15:43:31 | 3c6c_phys_0 ded=15270 shr=88 com=15359 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 15266 MiB; 1, 0 MiB
15:43:43 | 3c6c_phys_0 ded=15270 shr=88 com=15359 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 15266 MiB; 1, 0 MiB
15:43:54 | 3c6c_phys_0 ded=24136 shr=5126 com=29263 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 24122 MiB; 1, 0 MiB
15:44:05 | 3c6c_phys_0 ded=24136 shr=5126 com=29263 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 24122 MiB; 1, 0 MiB
15:44:16 | 3c6c_phys_0 ded=16604 shr=2050 com=18655 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 16596 MiB; 1, 0 MiB
15:44:27 | 3c6c_phys_0 ded=17954 shr=1986 com=19941 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 17946 MiB; 1, 0 MiB
15:44:38 | 3c6c_phys_0 ded=17112 shr=1922 com=19034 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 17104 MiB; 1, 0 MiB
15:44:49 | 3c6c_phys_0 ded=17240 shr=1794 com=19034 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 17232 MiB; 1, 0 MiB
15:45:00 | 3c6c_phys_0 ded=17368 shr=1666 com=19034 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 17360 MiB; 1, 0 MiB
15:45:11 | 3c6c_phys_0 ded=17537 shr=1496 com=19034 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 17530 MiB; 1, 0 MiB
15:45:22 | 3c6c_phys_0 ded=17583 shr=1450 com=19033 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 17576 MiB; 1, 0 MiB
15:45:33 | 3c6c_phys_0 ded=17921 shr=1386 com=19307 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 17914 MiB; 1, 0 MiB
15:45:45 | 3c6c_phys_0 ded=18284 shr=1024 com=19309 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 18278 MiB; 1, 0 MiB
15:45:56 | 3c6c_phys_0 ded=18370 shr=940 com=19310 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 18364 MiB; 1, 0 MiB
15:46:07 | 3c6c_phys_0 ded=18498 shr=812 com=19310 | 5c7c_phys_0 ded=1921 shr=1288 com=5958 || 0, 18492 MiB; 1, 0 MiB
15:46:18 | 3c6c_phys_0 ded=18495 shr=582 com=19078 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 18490 MiB; 1, 0 MiB
15:46:29 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:46:40 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:46:51 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:47:02 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:47:13 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:47:24 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:47:36 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:47:47 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 0 MiB; 1, 0 MiB
15:47:58 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 15320 MiB; 1, 0 MiB
15:48:09 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1921 shr=1287 com=5958 || 0, 15320 MiB; 1, 0 MiB
15:48:20 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1927 shr=1363 com=5958 || 0, 15320 MiB; 1, 0 MiB
15:48:31 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1927 shr=1355 com=5958 || 0, 15320 MiB; 1, 0 MiB
15:48:42 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1927 shr=1355 com=5958 || 0, 15320 MiB; 1, 0 MiB
15:48:53 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1927 shr=1355 com=5958 || 0, 15320 MiB; 1, 0 MiB
15:49:04 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1927 shr=1355 com=5958 || 0, 15320 MiB; 1, 0 MiB
15:49:15 | 3c6c_phys_0 ded=21044 shr=86 com=21131 | 5c7c_phys_0 ded=1927 shr=1351 com=5958 || 0, 21072 MiB; 1, 0 MiB
15:49:26 | 3c6c_phys_0 ded=24133 shr=4592 com=28812 | 5c7c_phys_0 ded=1955 shr=1327 com=5958 || 0, 24120 MiB; 1, 0 MiB
15:49:38 | 3c6c_phys_0 ded=22568 shr=898 com=23466 | 5c7c_phys_0 ded=1955 shr=1327 com=5958 || 0, 22762 MiB; 1, 0 MiB
15:49:50 | 3c6c_phys_0 ded=23363 shr=512 com=23876 | 5c7c_phys_0 ded=1955 shr=1327 com=5958 || 0, 23358 MiB; 1, 0 MiB
15:50:01 | 3c6c_phys_0 ded=23363 shr=512 com=23876 | 5c7c_phys_0 ded=1955 shr=1327 com=5958 || 0, 23358 MiB; 1, 0 MiB
15:50:12 | 3c6c_phys_0 ded=23363 shr=512 com=23876 | 5c7c_phys_0 ded=1955 shr=1327 com=5958 || 0, 23358 MiB; 1, 0 MiB
15:50:23 | 3c6c_phys_0 ded=23363 shr=512 com=23876 | 5c7c_phys_0 ded=1955 shr=1327 com=5958 || 0, 23358 MiB; 1, 0 MiB
15:50:35 | 3c6c_phys_0 ded=23363 shr=512 com=23876 | 5c7c_phys_0 ded=1955 shr=1327 com=5958 || 0, 23358 MiB; 1, 0 MiB
15:50:46 | 3c6c_phys_0 ded=23363 shr=512 com=23876 | 5c7c_phys_0 ded=1955 shr=1327 com=5958 || 0, 23358 MiB; 1, 0 MiB
15:50:57 | 3c6c_phys_0 ded=23363 shr=512 com=23876 | 5c7c_phys_0 ded=1955 shr=1327 com=5958 || 0, 23358 MiB; 1, 0 MiB
15:51:09 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:51:20 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:51:31 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:51:42 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:51:53 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:52:04 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:52:16 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:52:27 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:52:38 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:52:49 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:53:00 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:53:11 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:53:22 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:53:33 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:53:44 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:53:55 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1327 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:54:06 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:54:18 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:54:29 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:54:40 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:54:51 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:55:02 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:55:13 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:55:24 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:55:35 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:55:47 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:55:58 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:56:09 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:56:20 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:56:31 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:56:42 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:56:53 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:57:04 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:57:15 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:57:27 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:57:38 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:57:49 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:58:00 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:58:11 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:58:22 | 3c6c_phys_0 ded=23371 shr=512 com=23884 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23366 MiB; 1, 0 MiB
15:58:33 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 0 MiB; 1, 0 MiB
15:58:44 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 0 MiB; 1, 0 MiB
15:58:55 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 0 MiB; 1, 0 MiB
15:59:06 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 0 MiB; 1, 0 MiB
15:59:17 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 15320 MiB; 1, 0 MiB
15:59:29 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 15320 MiB; 1, 0 MiB
15:59:40 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 15320 MiB; 1, 0 MiB
15:59:51 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 15320 MiB; 1, 0 MiB
16:00:02 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 15320 MiB; 1, 0 MiB
16:00:13 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 15320 MiB; 1, 0 MiB
16:00:24 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 15320 MiB; 1, 0 MiB
16:00:35 | 3c6c_phys_0 ded=24136 shr=3944 com=28080 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 24124 MiB; 1, 0 MiB
16:00:46 | 3c6c_phys_0 ded=15990 shr=930 com=16920 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 15780 MiB; 1, 0 MiB
16:00:57 | 3c6c_phys_0 ded=22528 shr=876 com=23404 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 22522 MiB; 1, 0 MiB
16:01:08 | 3c6c_phys_0 ded=23306 shr=96 com=23403 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23302 MiB; 1, 0 MiB
16:01:19 | 3c6c_phys_0 ded=23306 shr=96 com=23403 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23302 MiB; 1, 0 MiB
16:01:31 | 3c6c_phys_0 ded=23306 shr=96 com=23403 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23302 MiB; 1, 0 MiB
16:01:42 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23310 MiB; 1, 0 MiB
16:01:53 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23310 MiB; 1, 0 MiB
16:02:04 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23310 MiB; 1, 0 MiB
16:02:15 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23310 MiB; 1, 0 MiB
16:02:26 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23310 MiB; 1, 0 MiB
16:02:37 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23310 MiB; 1, 0 MiB
16:02:48 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23310 MiB; 1, 0 MiB
16:02:59 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23310 MiB; 1, 0 MiB
16:03:10 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1959 shr=1251 com=5962 || 0, 23310 MiB; 1, 0 MiB
16:03:21 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 23310 MiB; 1, 0 MiB
16:03:33 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 23310 MiB; 1, 0 MiB
16:03:44 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 23310 MiB; 1, 0 MiB
16:03:55 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 23310 MiB; 1, 0 MiB
16:04:06 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 23310 MiB; 1, 0 MiB
16:04:17 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 23310 MiB; 1, 0 MiB
16:04:29 | 3c6c_phys_0 ded=23314 shr=96 com=23411 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 23310 MiB; 1, 0 MiB
16:04:40 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 0 MiB; 1, 0 MiB
16:04:51 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 0 MiB; 1, 0 MiB
16:05:02 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 0 MiB; 1, 0 MiB
16:05:13 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 0 MiB; 1, 0 MiB
16:05:24 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 15320 MiB; 1, 0 MiB
16:05:35 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 15320 MiB; 1, 0 MiB
16:05:46 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 15320 MiB; 1, 0 MiB
16:05:57 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1943 shr=1319 com=5954 || 0, 15320 MiB; 1, 0 MiB
16:06:08 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1943 shr=1231 com=5954 || 0, 15320 MiB; 1, 0 MiB
16:06:20 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1943 shr=1231 com=5954 || 0, 15320 MiB; 1, 0 MiB
16:06:31 | 3c6c_phys_0 ded=15324 shr=88 com=15413 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15320 MiB; 1, 0 MiB
16:06:42 | 3c6c_phys_0 ded=24136 shr=3944 com=28080 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 24124 MiB; 1, 0 MiB
16:06:53 | 3c6c_phys_0 ded=15476 shr=930 com=16406 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15470 MiB; 1, 0 MiB
16:07:04 | 3c6c_phys_0 ded=17246 shr=822 com=18068 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17240 MiB; 1, 0 MiB
16:07:15 | 3c6c_phys_0 ded=22984 shr=736 com=23720 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22978 MiB; 1, 0 MiB
16:07:26 | 3c6c_phys_0 ded=23363 shr=358 com=23721 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23358 MiB; 1, 0 MiB
16:07:37 | 3c6c_phys_0 ded=23363 shr=358 com=23721 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23358 MiB; 1, 0 MiB
16:07:48 | 3c6c_phys_0 ded=23363 shr=358 com=23721 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23358 MiB; 1, 0 MiB
16:07:59 | 3c6c_phys_0 ded=23363 shr=358 com=23721 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23358 MiB; 1, 0 MiB
16:08:12 | 3c6c_phys_0 ded=23363 shr=358 com=23721 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23358 MiB; 1, 0 MiB
16:08:23 | 3c6c_phys_0 ded=23363 shr=358 com=23721 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23358 MiB; 1, 0 MiB
16:08:34 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:08:45 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:08:56 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:09:07 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1231 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:09:18 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1231 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:09:29 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:09:40 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
