# soak sampler started 03:52:14Z for 9 h
03:52:18 | 3c6c_phys_0 ded=4 shr=0 com=4 | 4ca2_phys_0 ded=4 shr=0 com=4 | 5c7c_phys_0 ded=1956 shr=1451 com=6042 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 0 MiB; 1, 0 MiB
05:34:10 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:34:23 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:34:36 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:34:50 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:35:03 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:35:16 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:35:29 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:35:42 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:35:55 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:36:08 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:36:22 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1263 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:36:35 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:36:48 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:37:01 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:37:14 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:37:27 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:37:40 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:37:54 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:38:07 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:38:20 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:38:33 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:38:46 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:38:59 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:39:12 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1263 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:39:25 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1263 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:39:39 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:39:52 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:40:05 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:40:18 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:40:31 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:40:44 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:40:57 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:41:11 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:41:24 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:41:37 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:41:50 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:42:03 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:42:16 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1263 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:42:29 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:42:42 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:42:56 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:43:09 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:43:22 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:43:35 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:43:48 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:44:01 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:44:14 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:44:28 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:44:41 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:44:54 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:45:07 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:45:20 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:45:33 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:45:46 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:46:00 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:46:13 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:46:26 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:46:39 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:46:52 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:47:05 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:47:18 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:47:31 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:47:44 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:47:58 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:48:11 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1263 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:48:24 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:48:37 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:48:50 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22923 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22568 MiB
05:49:03 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=22573 shr=350 com=22535 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 22180 MiB
05:49:16 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:49:29 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:49:42 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:49:56 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:50:09 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:50:22 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:50:35 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:50:48 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:51:01 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5936 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:51:14 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:51:27 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:51:40 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:51:54 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:52:07 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:52:20 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:52:33 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:52:46 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:52:59 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:53:12 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
05:53:25 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 15320 MiB
05:53:38 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 15320 MiB
05:53:51 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1961 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 15320 MiB
05:54:05 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1961 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 15320 MiB
05:54:18 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 15320 MiB
05:54:31 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 15320 MiB
05:54:44 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 15320 MiB
05:54:57 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=21172 shr=2052 com=29409 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 24120 MiB
05:55:10 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=24135 shr=5274 com=29409 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 24120 MiB
05:55:23 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=16639 shr=2186 com=18825 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 16630 MiB
05:55:36 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=17984 shr=2126 com=20111 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 17976 MiB
05:55:49 | 3c6c_phys_0 ded=23681 shr=96 com=23777 | 4ca2_phys_0 ded=17206 shr=1998 com=19205 | 5c7c_phys_0 ded=1960 shr=1283 com=5935 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 17198 MiB
